name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,price_per_km,brand
Chevrolet Cruze LTZ,2010.0,330000.0,124000.0,Diesel,Individual,Manual,Second Owner,16.0,2.661290322580645,Chevrolet
Hyundai Accent Executive,2012.0,180000.0,100000.0,Petrol,Individual,Manual,Third Owner,14.0,1.8,Hyundai
Hyundai Grand i10 1.2 Kappa Asta,2017.0,475000.0,42000.0,Petrol,Individual,Manual,First Owner,9.0,11.30952380952381,Hyundai
Hyundai Grand i10 CRDi Sportz,2015.0,325000.0,100000.0,Diesel,Individual,Manual,First Owner,11.0,3.25,Hyundai
Honda City i VTEC V,2016.0,639000.0,28205.0,Petrol,Dealer,Manual,First Owner,10.0,22.65555752526148,Honda
Maruti Celerio VXI AT,2017.0,415000.0,32670.0,Petrol,Dealer,Automatic,First Owner,9.0,12.702785430058157,Maruti
Hyundai Creta 1.6 CRDi AT SX Plus,2016.0,1199000.0,30093.0,Diesel,Dealer,Automatic,First Owner,10.0,39.8431528926993,Hyundai
Maruti Ertiga VXI CNG,2013.0,525000.0,56228.0,CNG,Dealer,Manual,First Owner,13.0,9.336985131962724,Maruti
Hyundai Verna 1.6 SX VTVT,2013.0,425000.0,59319.0,Petrol,Dealer,Manual,First Owner,13.0,7.164652135066336,Hyundai
Maruti Vitara Brezza VDi,2016.0,699000.0,39503.0,Petrol,Dealer,Manual,First Owner,10.0,17.694858618332784,Maruti
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2013.0,350000.0,35299.0,Petrol,Dealer,Manual,First Owner,13.0,9.915295050851299,Hyundai
Toyota Etios V,2011.0,350000.0,51687.0,Petrol,Dealer,Manual,First Owner,15.0,6.771528624218856,Toyota
Volkswagen Vento Petrol Highline AT,2011.0,269000.0,76259.0,Petrol,Dealer,Automatic,First Owner,15.0,3.5274524974101418,Volkswagen
Volkswagen Polo Diesel Highline 1.2L,2013.0,399000.0,44049.0,Petrol,Dealer,Manual,First Owner,13.0,9.058094394878431,Volkswagen
Mahindra KUV 100 mFALCON D75 K8,2017.0,350000.0,45087.0,Diesel,Dealer,Manual,First Owner,9.0,7.76276975624903,Mahindra
Toyota Etios V,2011.0,249000.0,41125.0,Petrol,Individual,Manual,First Owner,15.0,6.054711246200608,Toyota
Audi A4 New  2.0 TDI Multitronic,2014.0,1549000.0,42215.0,Diesel,Dealer,Automatic,First Owner,12.0,36.69311855975364,Audi
Unknown,2011.0,254999.0,54206.0,Petrol,Dealer,Manual,First Owner,15.0,4.7042578312363945,Unknown
Skoda Rapid 1.6 MPI Active,2012.0,269000.0,52547.0,Petrol,Dealer,Manual,First Owner,14.0,5.119226597141607,Skoda
Maruti Ertiga ZDI,2014.0,665000.0,59110.0,Diesel,Individual,Manual,First Owner,12.0,11.250211470140416,Maruti
Maruti Wagon R Stingray LXI,2014.0,299000.0,54565.0,Petrol,Individual,Manual,First Owner,12.0,5.479703106386878,Maruti
Hyundai i20 Asta,2010.0,265000.0,47564.0,Petrol,Dealer,Manual,Second Owner,16.0,5.571440585316626,Hyundai
Volkswagen Polo Petrol Highline 1.2L,2010.0,211000.0,45143.0,Petrol,Dealer,Manual,Second Owner,16.0,4.674035841658729,Volkswagen
Skoda Superb 1.8 TSI,2013.0,599000.0,61624.0,Petrol,Dealer,Automatic,Second Owner,13.0,9.720238867973517,Skoda
Tata Indigo LS,2014.0,55000.0,195000.0,Diesel,Individual,Manual,Third Owner,12.0,0.28205128205128205,Tata
Hyundai Verna 1.6 SX CRDi (O),2014.0,550000.0,50000.0,Diesel,Individual,Manual,First Owner,12.0,11.0,Hyundai
Land Rover Discovery Sport TD4 HSE 7S,2018.0,4000000.0,68000.0,Diesel,Individual,Automatic,First Owner,8.0,58.8235294117647,Land
Tata Sumo GX TC 8 Str,2010.0,220000.0,120000.0,Diesel,Individual,Manual,Second Owner,16.0,1.8333333333333333,Tata
Maruti Swift VXI,2019.0,500000.0,20000.0,Petrol,Individual,Manual,First Owner,7.0,25.0,Maruti
Maruti Alto LXi,2010.0,140000.0,30000.0,Petrol,Individual,Manual,First Owner,16.0,4.666666666666667,Maruti
Maruti Swift VDI,2013.0,325000.0,60000.0,Diesel,Individual,Manual,First Owner,13.0,5.416666666666667,Maruti
Hyundai i20 Magna,2010.0,210000.0,90000.0,Petrol,Individual,Manual,Third Owner,16.0,2.3333333333333335,Hyundai
Maruti Alto LXi,2008.0,110000.0,90000.0,Petrol,Individual,Manual,Second Owner,18.0,1.2222222222222223,Maruti
Hyundai Verna CRDi 1.6 SX Option,2019.0,1200000.0,25000.0,Diesel,Individual,Manual,First Owner,7.0,48.0,Hyundai
Maruti Alto 800 VXI,2017.0,229999.0,40000.0,Petrol,Individual,Manual,First Owner,9.0,5.749975,Maruti
Maruti SX4 Vxi BSIV,2012.0,225000.0,60000.0,Petrol,Individual,Manual,Second Owner,14.0,3.75,Maruti
Maruti Alto 800 LXI,2006.0,165000.0,132000.0,Petrol,Individual,Manual,First Owner,20.0,1.25,Maruti
Tata Tiago XZA AMT,2018.0,525000.0,60000.0,Petrol,Dealer,Automatic,First Owner,8.0,8.75,Tata
Hyundai EON Era Plus,2018.0,325000.0,20629.0,Petrol,Dealer,Manual,First Owner,8.0,15.754520335450094,Hyundai
Toyota Innova Crysta 2.4 VX MT BSIV,2018.0,1500000.0,50000.0,Diesel,Individual,Manual,First Owner,8.0,30.0,Toyota
Hyundai Grand i10 AT Asta,2015.0,400000.0,30000.0,Petrol,Individual,Automatic,First Owner,11.0,13.333333333333334,Hyundai
Maruti Ciaz VXi,2015.0,550000.0,69782.0,Petrol,Dealer,Manual,First Owner,11.0,7.8816886876271814,Maruti
Maruti 800 Std,2014.0,98000.0,54000.0,Petrol,Individual,Manual,First Owner,12.0,1.8148148148148149,Maruti
Mahindra XUV500 W8 4WD,2013.0,900000.0,63654.0,Diesel,Dealer,Manual,First Owner,13.0,14.138938637006316,Mahindra
Renault Lodgy 85PS RxL,2017.0,700000.0,60000.0,Diesel,Individual,Manual,First Owner,9.0,11.666666666666666,Renault
Mahindra Scorpio S6 Plus 7 Seater,2014.0,890000.0,52000.0,Diesel,Dealer,Manual,First Owner,12.0,17.115384615384617,Mahindra
Maruti Swift LDI BSIV,2014.0,490000.0,59385.0,Diesel,Dealer,Manual,First Owner,12.0,8.251241896101709,Maruti
Hyundai i20 2015-2017 Magna 1.2,2015.0,525000.0,70378.0,Petrol,Dealer,Manual,First Owner,11.0,7.45971752536304,Hyundai
Maruti Wagon R LXI BS IV,2013.0,330000.0,55425.0,Petrol,Dealer,Manual,First Owner,13.0,5.953991880920162,Maruti
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2014.0,550000.0,78413.0,Diesel,Dealer,Manual,Second Owner,12.0,7.014143063012511,Mahindra
Mahindra Bolero Power Plus SLX,2018.0,790000.0,40890.0,Diesel,Dealer,Manual,First Owner,8.0,19.320127170457326,Mahindra
Honda Brio S MT,2015.0,350000.0,34823.0,Petrol,Dealer,Manual,Second Owner,11.0,10.050828475432903,Honda
Toyota Innova Crysta 2.8 ZX AT BSIV,2017.0,1700000.0,75000.0,Diesel,Individual,Automatic,First Owner,9.0,22.666666666666668,Toyota
Maruti Ciaz VDI SHVS,2017.0,350000.0,55545.0,Diesel,Dealer,Manual,First Owner,9.0,6.30119722747322,Maruti
Honda Amaze EX i-Dtech,2014.0,409999.0,56541.0,Diesel,Dealer,Manual,First Owner,12.0,7.251357422047717,Honda
Hyundai EON Magna Plus,2016.0,220000.0,43700.0,Petrol,Individual,Manual,First Owner,10.0,5.034324942791762,Hyundai
Tata Indica GLS BS IV,2009.0,68000.0,60000.0,Petrol,Individual,Manual,Second Owner,17.0,1.1333333333333333,Tata
Hyundai EON Era Plus,2017.0,290000.0,20000.0,Petrol,Individual,Manual,First Owner,9.0,14.5,Hyundai
Honda City i DTec SV,2014.0,600000.0,27483.0,Diesel,Dealer,Manual,First Owner,12.0,21.831677764436197,Honda
Unknown,2019.0,470000.0,8000.0,Petrol,Individual,Manual,First Owner,7.0,58.75,Unknown
Hyundai i10 Sportz 1.2,2008.0,350000.0,30000.0,Petrol,Individual,Manual,First Owner,18.0,11.666666666666666,Hyundai
Maruti Alto 800 LXI,2014.0,180000.0,56207.0,Petrol,Dealer,Manual,Second Owner,12.0,3.2024480936538153,Maruti
Maruti Zen LXI,2006.0,80000.0,70000.0,Petrol,Individual,Manual,First Owner,20.0,1.1428571428571428,Maruti
Honda WR-V i-VTEC VX,2018.0,875000.0,1440.0,Petrol,Individual,Manual,First Owner,8.0,607.6388888888889,Honda
Maruti Alto 800 LXI,2019.0,300000.0,50000.0,Petrol,Individual,Manual,First Owner,7.0,6.0,Maruti
Toyota Fortuner 2.8 2WD AT BSIV,2017.0,2800000.0,20000.0,Diesel,Individual,Automatic,First Owner,9.0,140.0,Toyota
Toyota Innova Crysta 2.4 ZX MT,2017.0,1330000.0,91195.0,Diesel,Dealer,Manual,First Owner,9.0,14.584132902023137,Toyota
Volkswagen Polo 1.5 TDI Trendline,2011.0,220000.0,63657.0,Diesel,Dealer,Manual,First Owner,15.0,3.4560221185415587,Volkswagen
Mahindra Verito Vibe 1.5 dCi D4,2013.0,250000.0,60000.0,Diesel,Individual,Manual,First Owner,13.0,4.166666666666667,Mahindra
Toyota Innova 2.5 G (Diesel) 7 Seater,2016.0,919999.0,75000.0,Diesel,Dealer,Manual,First Owner,10.0,12.266653333333334,Toyota
Volkswagen Vento Magnific 1.6 Highline,2013.0,380000.0,97248.0,Petrol,Dealer,Manual,First Owner,13.0,3.907535373478118,Volkswagen
Maruti Swift VDI,2012.0,450000.0,46000.0,Diesel,Individual,Manual,First Owner,14.0,9.782608695652174,Maruti
Hyundai Verna 1.6 VTVT AT S Option,2016.0,770000.0,10000.0,Petrol,Individual,Automatic,First Owner,10.0,77.0,Hyundai
Maruti Swift Dzire LDI,2018.0,550000.0,80000.0,Diesel,Individual,Manual,First Owner,8.0,6.875,Maruti
Tata New Safari DICOR 2.2 GX 4x2,2011.0,320000.0,100000.0,Diesel,Individual,Manual,Second Owner,15.0,3.2,Tata
Maruti SX4 Vxi BSIV,2013.0,400000.0,35000.0,Petrol,Individual,Manual,First Owner,13.0,11.428571428571429,Maruti
Maruti Celerio VXI AT,2017.0,350000.0,60000.0,Petrol,Individual,Automatic,First Owner,9.0,5.833333333333333,Maruti
Maruti SX4 ZDI,2014.0,220000.0,90000.0,Diesel,Individual,Manual,Third Owner,12.0,2.4444444444444446,Maruti
Mahindra XUV500 W8 2WD,2012.0,400000.0,150000.0,Diesel,Individual,Manual,Second Owner,14.0,2.6666666666666665,Mahindra
Hyundai Verna 1.6 SX VTVT (O),2013.0,530000.0,89000.0,Petrol,Individual,Manual,Second Owner,13.0,5.955056179775281,Hyundai
Maruti Swift Dzire VDI,2014.0,390000.0,60000.0,Diesel,Individual,Manual,Second Owner,12.0,6.5,Maruti
Fiat Grande Punto 1.3 Dynamic (Diesel),2012.0,185000.0,100000.0,Diesel,Individual,Manual,First Owner,14.0,1.85,Fiat
Maruti SX4 Vxi BSIV,2012.0,300000.0,100000.0,Petrol,Individual,Manual,Second Owner,14.0,3.0,Maruti
Maruti Swift VDI BSIV,2014.0,575000.0,90000.0,Diesel,Individual,Manual,Second Owner,12.0,6.388888888888889,Maruti
Maruti Wagon R Stingray VXI,2014.0,300000.0,75000.0,Petrol,Individual,Manual,First Owner,12.0,4.0,Maruti
Toyota Etios Liva 1.4 VD,2017.0,425000.0,36000.0,Diesel,Dealer,Manual,First Owner,9.0,11.805555555555555,Toyota
Hyundai Xcent 1.2 Kappa SX,2016.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,10.0,5.833333333333333,Hyundai
Honda Amaze VX O iDTEC,2017.0,550000.0,12997.0,Diesel,Dealer,Manual,First Owner,9.0,42.31745787489421,Honda
Maruti Ciaz 1.4 AT Zeta,2014.0,500000.0,40000.0,Petrol,Individual,Automatic,First Owner,12.0,12.5,Maruti
Unknown,2015.0,600000.0,60000.0,Diesel,Individual,Manual,First Owner,11.0,10.0,Unknown
Mahindra Quanto C8,2013.0,300000.0,25000.0,Diesel,Individual,Manual,Second Owner,13.0,12.0,Mahindra
Hyundai Verna CRDi 1.6 SX Option,2018.0,1150000.0,26430.0,Diesel,Dealer,Manual,First Owner,8.0,43.51116155883466,Hyundai
Maruti Swift 1.3 VXI ABS,2015.0,475000.0,24600.0,Petrol,Dealer,Manual,First Owner,11.0,19.308943089430894,Maruti
Maruti Wagon R LXI,2011.0,260000.0,28481.0,Petrol,Dealer,Manual,First Owner,15.0,9.128892946174643,Maruti
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013.0,350000.0,100000.0,Petrol,Individual,Manual,First Owner,13.0,3.5,Ford
Mahindra XUV500 W8 2WD,2013.0,750000.0,41988.0,Diesel,Dealer,Manual,First Owner,13.0,17.862246356101743,Mahindra
Maruti Wagon R LXI,2009.0,180000.0,30375.0,Petrol,Dealer,Manual,First Owner,17.0,5.925925925925926,Maruti
Renault KWID Climber 1.0 AMT BSIV,2017.0,350000.0,7658.0,Petrol,Dealer,Automatic,First Owner,9.0,45.703839122486286,Renault
Maruti Swift Dzire VDI,2017.0,611000.0,34400.0,Diesel,Dealer,Manual,First Owner,9.0,17.761627906976745,Maruti
Renault KWID RXL BSIV,2017.0,325000.0,18500.0,Petrol,Dealer,Manual,First Owner,9.0,17.56756756756757,Renault
Hyundai EON 1.0 Era Plus,2012.0,225000.0,48000.0,Petrol,Dealer,Manual,First Owner,14.0,4.6875,Hyundai
Maruti Wagon R AMT VXI,2014.0,350000.0,28942.0,Petrol,Dealer,Automatic,First Owner,12.0,12.093151820883145,Maruti
Mahindra Bolero Power Plus SLX,2017.0,400000.0,50000.0,Diesel,Individual,Manual,Second Owner,9.0,8.0,Mahindra
Mahindra XUV500 W8 2WD,2012.0,711000.0,60000.0,Diesel,Dealer,Manual,First Owner,14.0,11.85,Mahindra
Toyota Innova 2.5 G (Diesel) 8 Seater,2015.0,851000.0,53652.0,Diesel,Dealer,Manual,First Owner,11.0,15.861477670916276,Toyota
Maruti Ertiga VXI,2014.0,500000.0,25000.0,Petrol,Individual,Manual,First Owner,12.0,20.0,Maruti
Toyota Innova 2.5 G4 Diesel 8-seater,2007.0,350000.0,80000.0,Diesel,Individual,Manual,First Owner,19.0,4.375,Toyota
Maruti Alto 800 VXI,2017.0,150000.0,50000.0,Petrol,Individual,Manual,First Owner,9.0,3.0,Maruti
Mahindra Scorpio 1.99 S10,2016.0,610000.0,15000.0,Diesel,Individual,Manual,Second Owner,10.0,40.666666666666664,Mahindra
Mahindra KUV 100 G80 K2,2018.0,450000.0,5000.0,Petrol,Individual,Manual,First Owner,8.0,90.0,Mahindra
Hyundai i20 1.4 Asta Option,2017.0,744000.0,106000.0,Diesel,Individual,Manual,First Owner,9.0,7.018867924528302,Hyundai
Chevrolet Spark 1.0,2008.0,120000.0,100000.0,Petrol,Individual,Manual,Third Owner,18.0,1.2,Chevrolet
Renault KWID RXL,2016.0,220000.0,60000.0,Petrol,Individual,Manual,Third Owner,10.0,3.6666666666666665,Renault
Unknown,2012.0,480000.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,14.0,4.0,Unknown
Maruti Celerio ZXI Optional AMT BSIV,2017.0,370000.0,82000.0,Petrol,Individual,Automatic,First Owner,9.0,4.512195121951219,Maruti
Fiat Palio D 1.9 EL PS,2003.0,55000.0,35000.0,Diesel,Individual,Manual,Second Owner,23.0,1.5714285714285714,Fiat
Unknown,2014.0,125000.0,205000.0,Petrol,Individual,Manual,First Owner,12.0,0.6097560975609756,Unknown
Hyundai Verna 1.6 CRDI,2011.0,260000.0,125000.0,Petrol,Individual,Manual,Third Owner,15.0,2.08,Hyundai
Fiat Linea Classic 1.3 Multijet,2015.0,350000.0,130000.0,Diesel,Individual,Manual,First Owner,11.0,2.6923076923076925,Fiat
Maruti Alto 800 CNG LXI,2012.0,170000.0,97000.0,CNG,Individual,Manual,Second Owner,14.0,1.7525773195876289,Maruti
Hyundai Grand i10 Sportz,2015.0,350000.0,90000.0,Petrol,Individual,Manual,Second Owner,11.0,3.888888888888889,Hyundai
Maruti Swift Dzire VXi,2009.0,250000.0,60000.0,Petrol,Individual,Manual,Third Owner,17.0,4.166666666666667,Maruti
Tata Indigo CR4,2013.0,170000.0,60000.0,Diesel,Individual,Manual,First Owner,13.0,2.8333333333333335,Tata
Mahindra Scorpio S11 BSIV,2018.0,1300000.0,35000.0,Diesel,Individual,Manual,First Owner,8.0,37.142857142857146,Mahindra
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019.0,550000.0,25000.0,Petrol,Individual,Manual,First Owner,7.0,22.0,Hyundai
Honda Brio 1.2 S MT,2017.0,400000.0,15000.0,Petrol,Individual,Manual,First Owner,9.0,26.666666666666668,Honda
Tata Nano Lx,2011.0,120000.0,20000.0,Petrol,Individual,Manual,First Owner,15.0,6.0,Tata
Tata Nano Lx,2014.0,120000.0,20000.0,Petrol,Individual,Manual,First Owner,12.0,6.0,Tata
Ford Figo Petrol Titanium,2014.0,275000.0,70000.0,Petrol,Individual,Manual,First Owner,12.0,3.9285714285714284,Ford
Tata Zest Revotron 1.2T XE,2016.0,285000.0,90000.0,Petrol,Individual,Manual,First Owner,10.0,3.1666666666666665,Tata
Hyundai Creta 1.4 CRDi Base,2016.0,900000.0,80000.0,Diesel,Individual,Manual,First Owner,10.0,11.25,Hyundai
Mercedes-Benz M-Class ML 350 CDI,2014.0,2500000.0,79500.0,Diesel,Individual,Automatic,Second Owner,12.0,31.446540880503143,Mercedes-Benz
Hyundai Verna 1.6 SX CRDi (O),2013.0,620000.0,70000.0,Diesel,Individual,Manual,Second Owner,13.0,8.857142857142858,Hyundai
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018.0,1700000.0,5000.0,Diesel,Individual,Manual,First Owner,8.0,340.0,Toyota
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2018.0,650000.0,15000.0,Petrol,Individual,Manual,First Owner,8.0,43.333333333333336,Ford
Unknown,2014.0,500000.0,35000.0,Petrol,Individual,Manual,First Owner,12.0,14.285714285714286,Unknown
Tata New Safari DICOR 2.2 EX 4x4,2009.0,250000.0,120000.0,Diesel,Individual,Manual,Second Owner,17.0,2.0833333333333335,Tata
Mahindra Marazzo M4,2018.0,950000.0,15000.0,Diesel,Individual,Manual,Second Owner,8.0,63.333333333333336,Mahindra
Toyota Etios Cross 1.2L G,2015.0,320000.0,60000.0,Petrol,Individual,Manual,First Owner,11.0,5.333333333333333,Toyota
Renault Duster 110PS Diesel RxZ,2013.0,450000.0,120000.0,Petrol,Individual,Manual,First Owner,13.0,3.75,Renault
Mahindra KUV 100 mFALCON D75 K8 AW,2016.0,350000.0,90000.0,Diesel,Individual,Manual,First Owner,10.0,3.888888888888889,Mahindra
Maruti Swift Dzire VXI,2015.0,400000.0,90000.0,Petrol,Individual,Manual,First Owner,11.0,4.444444444444445,Maruti
Hyundai i20 Asta 1.4 CRDi (Diesel),2009.0,250000.0,72000.0,Diesel,Individual,Manual,Second Owner,17.0,3.4722222222222223,Hyundai
Toyota Innova 2.0 GX 8 STR BSIV,2011.0,550000.0,197000.0,Petrol,Individual,Manual,Second Owner,15.0,2.7918781725888326,Toyota
Unknown,1999.0,85000.0,70000.0,Petrol,Individual,Manual,Second Owner,27.0,1.2142857142857142,Unknown
Hyundai Santro LP zipPlus,2001.0,52000.0,50000.0,Petrol,Individual,Manual,Third Owner,25.0,1.04,Hyundai
Tata Hexa XTA,2017.0,1200000.0,50000.0,Petrol,Individual,Automatic,First Owner,9.0,24.0,Tata
Hyundai Verna 1.6 SX VTVT AT,2011.0,350000.0,60000.0,Petrol,Individual,Automatic,Third Owner,15.0,5.833333333333333,Hyundai
Maruti Swift Dzire VXI 1.2 BS IV,2018.0,615000.0,40000.0,Petrol,Individual,Manual,First Owner,8.0,15.375,Maruti
Maruti SX4 ZDI Leather,2012.0,400000.0,60000.0,Diesel,Individual,Manual,First Owner,14.0,6.666666666666667,Maruti
Unknown,2013.0,60000.0,40000.0,Petrol,Individual,Manual,First Owner,13.0,1.5,Unknown
Maruti Ignis 1.2 Alpha BSIV,2014.0,500000.0,9161.0,Petrol,Individual,Manual,First Owner,12.0,54.57919441109049,Maruti
Honda Mobilio V i VTEC,2015.0,350000.0,45000.0,Petrol,Individual,Manual,First Owner,11.0,7.777777777777778,Honda
Unknown,2010.0,110000.0,110000.0,Petrol,Individual,Manual,First Owner,16.0,1.0,Unknown
Hyundai Santro Xing GL Plus,2013.0,175000.0,80000.0,Petrol,Individual,Manual,First Owner,13.0,2.1875,Hyundai
Ford Fiesta Titanium 1.5 TDCi,2011.0,325000.0,100000.0,Diesel,Individual,Manual,Second Owner,15.0,3.25,Ford
Maruti Swift Dzire LDI,2017.0,425000.0,90000.0,Diesel,Individual,Manual,First Owner,9.0,4.722222222222222,Maruti
Hyundai Accent GLE CNG,2009.0,160000.0,70000.0,CNG,Individual,Manual,Third Owner,17.0,2.2857142857142856,Hyundai
Maruti Zen Estilo LXI BSIII,2007.0,100000.0,80000.0,Petrol,Individual,Manual,Third Owner,19.0,1.25,Maruti
Maruti Swift Dzire LDI,2014.0,390000.0,110000.0,Diesel,Individual,Manual,Second Owner,12.0,3.5454545454545454,Maruti
Hyundai i20 1.2 Spotz,2017.0,400000.0,50000.0,Petrol,Individual,Manual,First Owner,9.0,8.0,Hyundai
Tata Tigor 1.2 Revotron XM,2018.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,8.0,5.833333333333333,Tata
Hyundai i10 Magna 1.1,2008.0,150000.0,90000.0,Petrol,Individual,Manual,Third Owner,18.0,1.6666666666666667,Hyundai
Hyundai Santro Xing GLS,2009.0,110000.0,120000.0,Petrol,Individual,Manual,First Owner,17.0,0.9166666666666666,Hyundai
Nissan Sunny Diesel XV,2013.0,450000.0,80000.0,Diesel,Individual,Manual,First Owner,13.0,5.625,Nissan
Hyundai i20 1.2 Spotz,2017.0,400000.0,38000.0,Petrol,Individual,Manual,Second Owner,9.0,10.526315789473685,Hyundai
Hyundai Santro Xing GLS,2009.0,140000.0,120000.0,Petrol,Individual,Manual,First Owner,17.0,1.1666666666666667,Hyundai
Tata Indigo CR4,2011.0,130000.0,90000.0,Diesel,Individual,Manual,First Owner,15.0,1.4444444444444444,Tata
Unknown,2017.0,160000.0,50000.0,Petrol,Individual,Manual,First Owner,9.0,3.2,Unknown
Maruti Alto 800 LXI,2016.0,150000.0,60000.0,Petrol,Individual,Manual,First Owner,10.0,2.5,Maruti
Mahindra XUV500 W8 2WD,2013.0,500000.0,100000.0,Diesel,Individual,Manual,Second Owner,13.0,5.0,Mahindra
Tata Nano Std,2011.0,40000.0,19000.0,Petrol,Individual,Manual,First Owner,15.0,2.1052631578947367,Tata
Unknown,2006.0,140000.0,200000.0,Diesel,Individual,Manual,Third Owner,20.0,0.7,Unknown
Mahindra Verito 1.5 D2 BSIV,2014.0,227000.0,70000.0,Diesel,Individual,Manual,Second Owner,12.0,3.242857142857143,Mahindra
Maruti Swift VDI,2011.0,285000.0,50000.0,Diesel,Individual,Manual,Second Owner,15.0,5.7,Maruti
Maruti Alto LX,2012.0,155000.0,19077.0,Petrol,Individual,Manual,Second Owner,14.0,8.12496723803533,Maruti
Unknown,2016.0,210000.0,30000.0,Petrol,Individual,Manual,First Owner,10.0,7.0,Unknown
Maruti Alto LXi,2009.0,140000.0,80000.0,Petrol,Individual,Manual,Second Owner,17.0,1.75,Maruti
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015.0,940000.0,128000.0,Diesel,Individual,Manual,First Owner,11.0,7.34375,Toyota
Nissan Terrano XV Premium 110 PS,2014.0,750000.0,80000.0,Diesel,Individual,Manual,First Owner,12.0,9.375,Nissan
Maruti Baleno Alpha 1.3,2016.0,610000.0,100000.0,Diesel,Individual,Manual,First Owner,10.0,6.1,Maruti
Nissan Sunny XV D Premium Leather,2015.0,450000.0,60000.0,Diesel,Individual,Manual,First Owner,11.0,7.5,Nissan
Toyota Etios Liva GD,2012.0,409999.0,56000.0,Diesel,Individual,Manual,First Owner,14.0,7.321410714285714,Toyota
Hyundai EON 1.0 Era Plus,2018.0,100000.0,21302.0,Petrol,Individual,Manual,First Owner,8.0,4.694394892498357,Hyundai
Renault KWID 1.0 RXT Optional,2018.0,300000.0,10500.0,Petrol,Individual,Manual,First Owner,8.0,28.571428571428573,Renault
Mahindra Bolero 2011-2019 SLX,2013.0,400000.0,107000.0,Petrol,Individual,Manual,First Owner,13.0,3.7383177570093458,Mahindra
Hyundai i10 Sportz 1.2,2010.0,350000.0,60000.0,Petrol,Individual,Manual,Second Owner,16.0,5.833333333333333,Hyundai
Hyundai Santro Xing XG eRLX Euro III,2006.0,350000.0,120000.0,Petrol,Individual,Manual,Second Owner,20.0,2.9166666666666665,Hyundai
Maruti Wagon R LXI BS IV,2010.0,222000.0,70000.0,Petrol,Individual,Manual,First Owner,16.0,3.1714285714285713,Maruti
Maruti Alto 800 LXI,2014.0,240000.0,50000.0,Petrol,Individual,Manual,Second Owner,12.0,4.8,Maruti
Toyota Etios Liva GD,2013.0,450000.0,70000.0,Diesel,Individual,Manual,Second Owner,13.0,6.428571428571429,Toyota
Unknown,2014.0,350000.0,10000.0,Diesel,Dealer,Automatic,First Owner,12.0,35.0,Unknown
Unknown,2016.0,535000.0,60000.0,Diesel,Individual,Manual,First Owner,10.0,8.916666666666666,Unknown
Hyundai Grand i10 Magna AT,2017.0,520000.0,60000.0,Petrol,Dealer,Automatic,First Owner,9.0,8.666666666666666,Hyundai
Chevrolet Beat LT Option,2016.0,239000.0,60000.0,Petrol,Dealer,Manual,First Owner,10.0,3.9833333333333334,Chevrolet
Toyota Fortuner 4x2 AT,2017.0,2600000.0,47162.0,Diesel,Trustmark Dealer,Manual,First Owner,9.0,55.12912938382596,Toyota
Skoda Laura Ambiente 2.0 TDI CR MT,2012.0,385000.0,52000.0,Diesel,Individual,Manual,First Owner,14.0,7.403846153846154,Skoda
Renault Duster 85PS Diesel RxL,2014.0,450000.0,1000.0,Diesel,Dealer,Manual,Second Owner,12.0,450.0,Renault
Maruti Swift ZXI BSIV,2014.0,350000.0,7104.0,Petrol,Trustmark Dealer,Manual,First Owner,12.0,49.26801801801802,Maruti
Maruti Ertiga VXI,2015.0,625000.0,11918.0,Petrol,Individual,Manual,First Owner,11.0,52.44168484645075,Maruti
Unknown,2017.0,520000.0,10510.0,Petrol,Dealer,Automatic,First Owner,9.0,49.476688867745004,Unknown
Hyundai i10 Magna,2012.0,229999.0,49824.0,Petrol,Individual,Manual,First Owner,14.0,4.616229126525369,Hyundai
Volkswagen Jetta 2.0L TDI Highline AT,2012.0,735000.0,55300.0,Diesel,Dealer,Automatic,First Owner,14.0,13.291139240506329,Volkswagen
Unknown,2012.0,285000.0,74300.0,Petrol,Dealer,Manual,First Owner,14.0,3.8358008075370122,Unknown
Honda City VX MT,2010.0,350000.0,48781.0,Petrol,Dealer,Manual,First Owner,16.0,7.174924663291035,Honda
Volkswagen Jetta 1.9 Highline TDI,2010.0,290000.0,87620.0,Diesel,Dealer,Automatic,First Owner,16.0,3.3097466331887695,Volkswagen
Volkswagen Vento 1.5 TDI Highline Plus AT,2017.0,890000.0,40219.0,Diesel,Dealer,Automatic,First Owner,9.0,22.12884457594669,Volkswagen
Honda Jazz VX,2011.0,385000.0,11473.0,Petrol,Dealer,Manual,First Owner,15.0,33.557046979865774,Honda
Maruti Eeco 5 Seater AC BSIV,2017.0,425000.0,8352.0,Petrol,Dealer,Manual,First Owner,9.0,50.8860153256705,Maruti
